"ogs"	"Z_sum"	"w_sum"	"Z_meta"	"p_meta"	"q_meta"	"gene"	"annot"
"ko:K11686"	-0.117557371368649	13	-0.0326045484829558	0.97398994259558	1	"racA"	"racA; chromosome-anchoring protein RacA"
"ko:K02874"	-0.148202372885779	21	-0.0323404091391025	0.97420058421327	1	"RP-L14, MRPL14, rplN"	"RP-L14, MRPL14, rplN; large subunit ribosomal protein L14"
"ko:K03660"	-0.0726897080487195	7	-0.0274741271958288	0.978081575562454	1	"OGG1"	"OGG1; N-glycosylase/DNA lyase [EC:3.2.2.- 4.2.99.18]"
"ko:K01061"	-0.0680602368753957	7	-0.0257243515634921	0.979477200543078	1	"E3.1.1.45"	"E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45]"
"ko:K04085"	-0.0831245699226724	12	-0.0239959964105634	0.980855802190436	1	"tusA, sirA"	"tusA, sirA; tRNA 2-thiouridine synthesizing protein A [EC:2.8.1.-]"
"ko:K01101"	-0.0857762543752943	13	-0.0237900525667205	0.981020074707178	1	"E3.1.3.41"	"E3.1.3.41; 4-nitrophenyl phosphatase [EC:3.1.3.41]"
"ko:K02077"	-0.0618744422926716	8	-0.0218759188636419	0.982546934140817	1	"ABC.ZM.S"	"ABC.ZM.S; zinc/manganese transport system substrate-binding protein"
"ko:K14475"	-0.0752061919775402	12	-0.0217101575914798	0.98267916109707	1	"ICP"	"ICP; inhibitor of cysteine peptidase"
"ko:K06997"	-0.0478906685425806	5	-0.0214173580698242	0.982912727004096	1	"yggS, PROSC"	"yggS, PROSC; PLP dependent protein"
"ko:K03455"	-0.0605164159381963	8	-0.0213957840415021	0.982929936644673	1	"TC.KEF"	"TC.KEF; monovalent cation:H+ antiporter-2, CPA2 family"
"ko:K03976"	-0.0654489341361472	10	-0.020696770230057	0.983487545452352	1	"ybaK, ebsC"	"ybaK, ebsC; Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase [EC:3.1.1.-]"
"ko:K03488"	-0.0672065047898689	11	-0.0202635236235653	0.983833153740038	1	"licT, bglG"	"licT, bglG; beta-glucoside operon transcriptional antiterminator"
"ko:K01259"	-0.0707395639299166	13	-0.019619624996406	0.984346808362755	1	"pip"	"pip; proline iminopeptidase [EC:3.4.11.5]"
"ko:K02006"	-0.0684515647141026	13	-0.0189850481894183	0.984853033077765	1	"cbiO"	"cbiO; cobalt/nickel transport system ATP-binding protein"
"ko:K01387"	-0.0827109003627549	20	-0.0184947195691332	0.98524419001978	1	"colA"	"colA; microbial collagenase [EC:3.4.24.3]"
"ko:K03073"	-0.0664776534562428	14	-0.0177669002221392	0.98582481038656	1	"secE"	"secE; preprotein translocase subunit SecE"
"ko:K13275"	-0.0383203494503994	5	-0.017137381258528	0.986327017353843	1	"isp"	"isp; major intracellular serine protease [EC:3.4.21.-]"
"ko:K15531"	-0.0339324193145993	6	-0.0138528521764881	0.988947376628952	1	"rexA"	"rexA; oligosaccharide reducing-end xylanase [EC:3.2.1.156]"
"ko:K01713"	-0.0282786840516084	5	-0.0126466119707271	0.989909732530315	1	"pheC"	"pheC; cyclohexadienyl dehydratase [EC:4.2.1.51 4.2.1.91]"
"ko:K07459"	-0.0329572396633173	12	-0.00951393559568163	0.992409092191038	1	"ybjD"	"ybjD; putative ATP-dependent endonuclease of the OLD family"
"ko:K00260"	-0.0169218981965804	5	-0.00756770293517698	0.993961904301087	1	"gudB, rocG"	"gudB, rocG; glutamate dehydrogenase [EC:1.4.1.2]"
"ko:K06993"	-0.0225357512172477	9	-0.0075119170724159	0.994006413714519	1	"K06993"	"K06993; ribonuclease H-related protein"
"ko:K02056"	-0.0145111821586172	5	-0.00648959794811006	0.994822086335947	1	"ABC.SS.A"	"ABC.SS.A; simple sugar transport system ATP-binding protein [EC:7.5.2.-]"
"ko:K07481"	-0.0202330355929357	13	-0.00561163440681675	0.995522587045228	1	"K07481"	"K07481; transposase, IS5 family"
"ko:K01361"	-0.0271072387319848	24	-0.00553324193576431	0.995585134216431	1	"E3.4.21.96"	"E3.4.21.96; lactocepin [EC:3.4.21.96]"
"ko:K02988"	-0.0200812212684236	16	-0.0050203053171059	0.995994392722836	1	"RP-S5, MRPS5, rpsE"	"RP-S5, MRPS5, rpsE; small subunit ribosomal protein S5"
"ko:K00135"	-0.0038598747928229	6	-0.00157578728557451	0.998742704174064	1	"gabD"	"gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]"
"ko:K00651"	-0.00208244877049657	9	-0.000694149590165523	0.999446148803598	1	"metA"	"metA; homoserine O-succinyltransferase/O-acetyltransferase [EC:2.3.1.46 2.3.1.31]"
"ko:K01965"	-0.000515570299938317	6	-0.000210480693563759	0.999832060705498	1	"PCCA, pccA"	"PCCA, pccA; propionyl-CoA carboxylase alpha chain [EC:6.4.1.3]"
"ko:K01028"	-2.78291642467177e-16	8	-9.83909537680414e-17	1	1	"scoA"	"scoA; 3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]"
"ko:K19125"	0.00830010870249753	8	0.00293453157406074	0.997658585924374	1	"casD, cse5"	"casD, cse5; CRISPR system Cascade subunit CasD"
"ko:K20846"	0.0113580858771656	6	0.00463691914229459	0.99630028706461	1	"cgkA"	"cgkA; kappa-carrageenase [EC:3.2.1.83]"
"ko:K02005"	0.0179228142697716	14	0.00479007360030488	0.996178088844714	1	"ABC.CD.TX"	"ABC.CD.TX; HlyD family secretion protein"
"ko:K18325"	0.0181217237466071	8	0.0064069968740076	0.994887991087469	1	"ramA"	"ramA; AraC family of transcriptional regulator, multidrug resistance transcriptional activator"
"ko:K00620"	0.0187239201019989	8	0.00661990543725925	0.994718118235778	1	"argJ"	"argJ; glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]"
"ko:K18640"	0.0309482616558121	16	0.00773706541395303	0.993826776550783	1	"parM, stbA"	"parM, stbA; plasmid segregation protein ParM"
"ko:K03581"	0.0236702938268658	7	0.0089465301322449	0.992861796958957	1	"recD"	"recD; exodeoxyribonuclease V alpha subunit [EC:3.1.11.5]"
"ko:K02226"	0.0345971017099269	9	0.0115323672366423	0.990798706187929	1	"cobC, phpB"	"cobC, phpB; alpha-ribazole phosphatase [EC:3.1.3.73]"
"ko:K03389"	0.032635031212374	6	0.0133231957016865	0.989369942335904	1	"hdrB2"	"hdrB2; heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]"
"ko:K18704"	0.031419635005393	5	0.0140512879400582	0.988789063206564	1	"tarL"	"tarL; CDP-ribitol ribitolphosphotransferase / teichoic acid ribitol-phosphate polymerase [EC:2.7.8.14 2.7.8.47]"
"ko:K13009"	0.0581115127782881	13	0.0161172337705307	0.987140864740079	1	"wzy"	"wzy; O-antigen polymerase [EC:2.4.1.-]"
"ko:K03497"	0.0426745354758807	5	0.0190846324464591	0.98477359072989	1	"parB, spo0J"	"parB, spo0J; ParB family transcriptional regulator, chromosome partitioning protein"
"ko:K10297"	0.077500203458358	13	0.0214946890329232	0.982851040023356	1	"FBXO11"	"FBXO11; F-box protein 11"
"ko:K07138"	0.104752341861741	20	0.0234233357205151	0.981312590897829	1	"K07138"	"K07138; uncharacterized protein"
"ko:K02103"	0.0658582067695082	7	0.0248920624149699	0.980141058549307	1	"araR"	"araR; GntR family transcriptional regulator, arabinose operon transcriptional repressor"
"ko:K07112"	0.0941561917294773	13	0.0261142290140807	0.979166227821394	1	"K07112"	"K07112; uncharacterized protein"
"ko:K02961"	0.120932547182065	21	0.0263896453069349	0.978946553123239	1	"RP-S17, MRPS17, rpsQ"	"RP-S17, MRPS17, rpsQ; small subunit ribosomal protein S17"
"ko:K06890"	0.064725197461523	5	0.0289459882762125	0.976907667631918	1	"K06890"	"K06890; uncharacterized protein"
"ko:K01918"	0.0865741373746047	8	0.0306085798064794	0.975581699661024	1	"panC"	"panC; pantoate--beta-alanine ligase [EC:6.3.2.1]"
"ko:K00817"	0.100942831534079	10	0.0319209261114357	0.974535110518437	1	"hisC"	"hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9]"
"ko:K01938"	0.0800595996088007	6	0.0326841946755142	0.973926427979579	1	"fhs"	"fhs; formate--tetrahydrofolate ligase [EC:6.3.4.3]"
"ko:K01932"	0.0815662630687026	6	0.0332992874573236	0.973435921972746	1	"capB, pgsB"	"capB, pgsB; gamma-polyglutamate synthase [EC:6.3.2.-]"
"ko:K07718"	0.134828310260182	14	0.0360343816450898	0.971254944159237	1	"yesM"	"yesM; two-component system, sensor histidine kinase YesM [EC:2.7.13.3]"
"ko:K21029"	0.163639608413638	19	0.0375415008545062	0.970053250557186	1	"moeB"	"moeB; molybdopterin-synthase adenylyltransferase [EC:2.7.7.80]"
"ko:K01113"	0.107944172889045	8	0.0381640283197085	0.969556901231986	1	"phoD"	"phoD; alkaline phosphatase D [EC:3.1.3.1]"
"ko:K06864"	0.160098220577417	17	0.0388295219949486	0.969026307429148	1	"larE"	"larE; pyridinium-3,5-biscarboxylic acid mononucleotide sulfurtransferase [EC:4.4.1.37]"
"ko:K07493"	0.174456531959679	20	0.0390096664580707	0.968882681762105	1	"K07493"	"K07493; putative transposase"
"ko:K06283"	0.144620296315617	9	0.0482067654385389	0.961551458417971	1	"spoIIID"	"spoIIID; putative DeoR family transcriptional regulator, stage III sporulation protein D"
"ko:K03786"	0.143630471431261	8	0.0507810401670326	0.959499999136952	1	"aroQ, qutE"	"aroQ, qutE; 3-dehydroquinate dehydratase II [EC:4.2.1.10]"
"ko:K02118"	0.115149856962593	5	0.051496581553547	0.958929825764258	1	"ATPVB, ntpB, atpB"	"ATPVB, ntpB, atpB; V/A-type H+/Na+-transporting ATPase subunit B"
"ko:K02052"	0.266692945016463	20	0.0596343554176424	0.952446855383226	1	"ABC.SP.A"	"ABC.SP.A; putative spermidine/putrescine transport system ATP-binding protein"
"ko:K02614"	0.229290363273608	14	0.0612804272470555	0.951135878296584	1	"paaI"	"paaI; acyl-CoA thioesterase [EC:3.1.2.-]"
"ko:K00758"	0.196164353753997	10	0.0620326153597633	0.950536858705974	1	"deoA, TYMP"	"deoA, TYMP; thymidine phosphorylase [EC:2.4.2.4]"
"ko:K17462"	0.139157052392432	5	0.0622329257395954	0.950377342349107	1	"yrrT"	"yrrT; putative AdoMet-dependent methyltransferase [EC:2.1.1.-]"
"ko:K02058"	0.199907659555135	10	0.063216352590775	0.949594223339657	1	"ABC.SS.S"	"ABC.SS.S; simple sugar transport system substrate-binding protein"
"ko:K00880"	0.167475704975506	7	0.0632998665729158	0.949527722011385	1	"lyxK"	"lyxK; L-xylulokinase [EC:2.7.1.53]"
"ko:K19449"	0.200956191914757	10	0.0635479276364547	0.949330195602901	1	"sinR"	"sinR; XRE family transcriptional regulator, master regulator for biofilm formation"
"ko:K02401"	0.147436651047575	5	0.0659356748234588	0.947429037967893	1	"flhB"	"flhB; flagellar biosynthesis protein FlhB"
"ko:K02913"	0.254775569284063	14	0.0680916350558037	0.945712689161832	1	"RP-L33, MRPL33, rpmG"	"RP-L33, MRPL33, rpmG; large subunit ribosomal protein L33"
"ko:K02009"	0.193726839427323	8	0.0684927809284489	0.945393366566897	1	"cbiN"	"cbiN; cobalt/nickel transport protein"
"ko:K06140"	0.181445863720263	7	0.0685800902607332	0.94532386721817	1	"rnk"	"rnk; regulator of nucleoside diphosphate kinase"
"ko:K03536"	0.249433856898082	13	0.069180504683291	0.944845940932859	1	"rnpA"	"rnpA; ribonuclease P protein component [EC:3.1.26.5]"
"ko:K04041"	0.190109054524747	7	0.0718544686077283	0.942717725123928	1	"fbp3"	"fbp3; fructose-1,6-bisphosphatase III [EC:3.1.3.11]"
"ko:K03521"	0.244573824826386	11	0.07374178277193	0.941215851430696	1	"fixA, etfB"	"fixA, etfB; electron transfer flavoprotein beta subunit"
"ko:K12143"	0.285944126752843	14	0.0764217824335286	0.93908354040318	1	"hyfH"	"hyfH; hydrogenase-4 component H"
"ko:K00568"	0.179048452828301	5	0.0800729023580492	0.936179274314253	1	"ubiG"	"ubiG; 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]"
"ko:K01512"	0.217573208820656	7	0.0822349432128259	0.934459886870452	1	"acyP"	"acyP; acylphosphatase [EC:3.6.1.7]"
"ko:K10709"	0.268015939414328	9	0.0893386464714428	0.928812781404759	1	"frlC"	"frlC; fructoselysine 3-epimerase [EC:5.1.3.41]"
"ko:K03270"	0.271223300561474	9	0.0904077668538245	0.927963184913755	1	"kdsC"	"kdsC; 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase) [EC:3.1.3.45]"
"ko:K02863"	0.240028866119819	7	0.0907223838899799	0.927713184201274	1	"RP-L1, MRPL1, rplA"	"RP-L1, MRPL1, rplA; large subunit ribosomal protein L1"
"ko:K02919"	0.413925051480232	19	0.0949609194527474	0.924345868353842	1	"RP-L36, MRPL36, rpmJ"	"RP-L36, MRPL36, rpmJ; large subunit ribosomal protein L36"
"ko:K02878"	0.473420171368683	20	0.105859968509998	0.915693456041881	1	"RP-L16, MRPL16, rplP"	"RP-L16, MRPL16, rplP; large subunit ribosomal protein L16"
"ko:K20830"	0.237003412433276	5	0.105991148220045	0.915589375322061	1	"por"	"por; beta-porphyranase [EC:3.2.1.178]"
"ko:K16926"	0.424870830369739	16	0.106217707592435	0.915409621796381	1	"htsT"	"htsT; energy-coupling factor transport system substrate-specific component"
"ko:K00691"	0.286015393184734	7	0.108103657357595	0.913913467006866	1	"mapA"	"mapA; maltose phosphorylase [EC:2.4.1.8]"
"ko:K19422"	0.405976773992801	14	0.108501856804916	0.913597607694343	1	"epsD"	"epsD; glycosyltransferase EpsD [EC:2.4.-.-]"
"ko:K02926"	0.434114381445923	15	0.112087851312613	0.910753749969574	1	"RP-L4, MRPL4, rplD"	"RP-L4, MRPL4, rplD; large subunit ribosomal protein L4"
"ko:K02650"	0.401374854038461	11	0.12101907192084	0.903675929011931	1	"pilA"	"pilA; type IV pilus assembly protein PilA"
"ko:K12574"	0.27240287044207	5	0.121822267114907	0.903039778686077	1	"rnj"	"rnj; ribonuclease J [EC:3.1.-.-]"
"ko:K02172"	0.525276712719615	18	0.123808908521139	0.901466578108947	1	"blaR1"	"blaR1; bla regulator protein blaR1"
"ko:K03767"	0.278430823039945	5	0.124518049469707	0.900905110184465	1	"PPIA"	"PPIA; peptidyl-prolyl cis-trans isomerase A (cyclophilin A) [EC:5.2.1.8]"
"ko:K07260"	0.47901844606806	14	0.128023064795109	0.898130720166321	1	"vanY"	"vanY; zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]"
"ko:K01704"	0.514470446604526	16	0.128617611651131	0.89766022997703	1	"leuD, IPMI-S"	"leuD, IPMI-S; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]"
"ko:K00048"	0.538275454863835	17	0.130550973887117	0.896130527850085	1	"fucO"	"fucO; lactaldehyde reductase [EC:1.1.1.77]"
"ko:K09888"	0.417856427137572	10	0.132137804469492	0.894875294423682	1	"zapA"	"zapA; cell division protein ZapA"
"ko:K16929"	0.323864269867469	6	0.132217034515721	0.894812627811142	1	"K16929"	"K16929; energy-coupling factor transport system substrate-specific component"
"ko:K07738"	0.33830776505945	6	0.138113566736171	0.890150663829061	1	"nrdR"	"nrdR; transcriptional repressor NrdR"
"ko:K02907"	0.558419576033804	16	0.139604894008451	0.88897217363372	1	"RP-L30, MRPL30, rpmD"	"RP-L30, MRPL30, rpmD; large subunit ribosomal protein L30"
"ko:K03428"	0.313809701341871	5	0.140339964839866	0.888391389381831	1	"bchM, chlM"	"bchM, chlM; magnesium-protoporphyrin O-methyltransferase [EC:2.1.1.11]"
"ko:K02948"	0.546216058814133	15	0.141032379947879	0.887844362485924	1	"RP-S11, MRPS11, rpsK"	"RP-S11, MRPS11, rpsK; small subunit ribosomal protein S11"
"ko:K03402"	0.349151999899107	6	0.142540707070849	0.886652928021318	1	"argR, ahrC"	"argR, ahrC; transcriptional regulator of arginine metabolism"
"ko:K08998"	0.538345489490392	14	0.143878884099154	0.885596110226374	1	"K08998"	"K08998; uncharacterized protein"
"ko:K15580"	0.499017739402625	12	0.144054013087252	0.885457818107101	1	"oppA, mppA"	"oppA, mppA; oligopeptide transport system substrate-binding protein"
"ko:K03490"	0.481050551760246	11	0.145042198671107	0.884677554322359	1	"chbR, celD"	"chbR, celD; AraC family transcriptional regulator, dual regulator of chb operon"
"ko:K07010"	0.563200660522374	15	0.145417785251745	0.884381023316688	1	"K07010"	"K07010; putative glutamine amidotransferase"
"ko:K13891"	0.384918639624658	7	0.145485570777163	0.884327507393753	1	"gsiD"	"gsiD; glutathione transport system permease protein"
"ko:K13832"	0.43868115325088	9	0.146227051083627	0.883742151401807	1	"aroDE, DHQ-SDH"	"aroDE, DHQ-SDH; 3-dehydroquinate dehydratase / shikimate dehydrogenase [EC:4.2.1.10 1.1.1.25]"
"ko:K12944"	0.327018414681941	5	0.146247081024607	0.88372633979607	1	"nudI"	"nudI; nucleoside triphosphatase [EC:3.6.1.-]"
"ko:K17722"	0.358262182864571	6	0.146259923692313	0.883716201837578	1	"preT"	"preT; dihydropyrimidine dehydrogenase (NAD+) subunit PreT [EC:1.3.1.1]"
"ko:K01267"	0.478757224530499	10	0.151396327577701	0.879663086241499	1	"DNPEP"	"DNPEP; aspartyl aminopeptidase [EC:3.4.11.21]"
"ko:K01875"	0.371099984253951	6	0.151500934162842	0.87958057398812	1	"SARS, serS"	"SARS, serS; seryl-tRNA synthetase [EC:6.1.1.11]"
"ko:K02338"	0.339362608203716	5	0.151767572193027	0.879370259448567	1	"dnaN"	"dnaN; DNA polymerase III subunit beta [EC:2.7.7.7]"
"ko:K02904"	0.707477424763951	21	0.154384231021582	0.87730678641755	1	"RP-L29, rpmC"	"RP-L29, rpmC; large subunit ribosomal protein L29"
"ko:K01692"	0.380832572139925	6	0.15547424652908	0.876447455342647	1	"paaF, echA"	"paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]"
"ko:K02864"	0.466569695007458	9	0.155523231669153	0.876408840539405	1	"RP-L10, MRPL10, rplJ"	"RP-L10, MRPL10, rplJ; large subunit ribosomal protein L10"
"ko:K01247"	0.631509264004802	16	0.1578773160012	0.874553473080667	1	"alkA"	"alkA; DNA-3-methyladenine glycosylase II [EC:3.2.2.21]"
"ko:K22026"	0.474404409422212	9	0.158134803140737	0.874350576689068	1	"K22026"	"K22026; nucleoside kinase [EC:2.7.1.73 2.7.1.213 2.7.1.-]"
"ko:K02847"	0.734263001854911	21	0.160229323143125	0.872700431271481	1	"waaL, rfaL"	"waaL, rfaL; O-antigen ligase [EC:2.4.1.-]"
"ko:K15770"	0.538221883542719	11	0.162280003788142	0.871085360618896	1	"cycB, ganO, mdxE"	"cycB, ganO, mdxE; arabinogalactan oligomer / maltooligosaccharide transport system substrate-binding protein"
"ko:K01575"	0.514708590724181	10	0.162765147794383	0.870703350303866	1	"alsD, budA, aldC"	"alsD, budA, aldC; acetolactate decarboxylase [EC:4.1.1.5]"
"ko:K05988"	0.741683955806078	20	0.165845574300334	0.868278479611638	1	"dexA"	"dexA; dextranase [EC:3.2.1.11]"
"ko:K17763"	0.501302559945366	9	0.167100853315122	0.867290694606969	1	"rsbR"	"rsbR; rsbT co-antagonist protein RsbR"
"ko:K21009"	0.605117176043535	13	0.167829308145303	0.866717564949699	1	"pelD"	"pelD; polysaccharide biosynthesis protein PelD"
"ko:K00140"	0.505726750176305	9	0.168575583392102	0.866130487302492	1	"mmsA, iolA, ALDH6A1"	"mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]"
"ko:K19967"	0.382837509705411	5	0.171210139207607	0.864058535275451	1	"dta"	"dta; D-threonine aldolase [EC:4.1.2.42]"
"ko:K06320"	0.514278832071864	9	0.171426277357288	0.863888594250244	1	"cgeB"	"cgeB; spore maturation protein CgeB"
"ko:K06972"	0.453676441801118	7	0.171473577242061	0.863851405028996	1	"PITRM1, PreP, CYM1"	"PITRM1, PreP, CYM1; presequence protease [EC:3.4.24.-]"
"ko:K03430"	0.712259793812167	17	0.172748374280484	0.86284921817326	1	"phnW"	"phnW; 2-aminoethylphosphonate-pyruvate transaminase [EC:2.6.1.37]"
"ko:K01728"	0.71973264691454	17	0.174560807378472	0.861424746838458	1	"pel"	"pel; pectate lyase [EC:4.2.2.2]"
"ko:K00983"	0.711880318604114	16	0.177970079651029	0.858746473571412	1	"neuA, nnaC"	"neuA, nnaC; N-acylneuraminate cytidylyltransferase [EC:2.7.7.43]"
"ko:K01002"	0.503475138484822	8	0.178005342290727	0.85871878020589	1	"mdoB"	"mdoB; phosphoglycerol transferase [EC:2.7.8.20]"
"ko:K09994"	0.43674316657869	6	0.178299651127524	0.858487652783827	1	"phnO"	"phnO; (aminoalkyl)phosphonate N-acetyltransferase [EC:2.3.1.280]"
"ko:K00169"	0.598571170553484	11	0.180475998459067	0.856778895458426	1	"porA"	"porA; pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]"
"ko:K03802"	0.63030325631918	12	0.181952877353488	0.855619706914662	1	"cphA"	"cphA; cyanophycin synthetase [EC:6.3.2.29 6.3.2.30]"
"ko:K02170"	0.407581475099927	5	0.182275976938615	0.855366150485208	1	"bioH"	"bioH; pimeloyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85]"
"ko:K20265"	0.683679180860481	14	0.182720946946441	0.855016979169812	1	"gadC"	"gadC; glutamate:GABA antiporter"
"ko:K03931"	0.517301460163651	8	0.18289368519971	0.854881437807501	1	"ygjK"	"ygjK; glucosidase [EC:3.2.1.-]"
"ko:K17713"	0.518885163156727	8	0.183453608762605	0.854442115810823	1	"bamB"	"bamB; outer membrane protein assembly factor BamB"
"ko:K03825"	0.656940471031587	12	0.189642378895823	0.84958937621347	1	"aaaT"	"aaaT; L-phenylalanine/L-methionine N-acetyltransferase [EC:2.3.1.53 2.3.1.-]"
"ko:K00681"	0.540082205230073	8	0.190947894858185	0.848566415794135	1	"ggt"	"ggt; gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]"
"ko:K03547"	0.764200144574361	16	0.19105003614359	0.848486391893307	1	"sbcD, mre11"	"sbcD, mre11; DNA repair protein SbcD/Mre11"
"ko:K08087"	0.512529988152783	7	0.193718126873592	0.846396597512947	1	"fimW"	"fimW; fimbrial protein FimW"
"ko:K05337"	0.584004533768475	9	0.194668177922825	0.845652725614775	1	"fer"	"fer; ferredoxin"
"ko:K02232"	0.516400504480853	7	0.195181044537805	0.84525121794486	1	"cobQ, cbiP"	"cobQ, cbiP; adenosylcobyric acid synthase [EC:6.3.5.10]"
"ko:K01937"	0.483676553195622	6	0.197460125979567	0.8434674819495	1	"pyrG, CTPS"	"pyrG, CTPS; CTP synthase [EC:6.3.4.2]"
"ko:K00278"	0.739419331272163	14	0.197618128769853	0.843343849816639	1	"nadB"	"nadB; L-aspartate oxidase [EC:1.4.3.16]"
"ko:K03981"	0.443954493538107	5	0.19854248529354	0.842620647831146	1	"dsbC"	"dsbC; thiol:disulfide interchange protein DsbC [EC:5.3.4.1]"
"ko:K00100"	1.06381039542342	28	0.201041267743976	0.840666305772247	1	"bdhAB"	"bdhAB; butanol dehydrogenase [EC:1.1.1.-]"
"ko:K03783"	0.726025186903715	13	0.201363156819975	0.840414621735139	1	"punA, PNP"	"punA, PNP; purine-nucleoside phosphorylase [EC:2.4.2.1]"
"ko:K01839"	0.496885752368069	6	0.202852758960114	0.839250119406982	1	"deoB"	"deoB; phosphopentomutase [EC:5.4.2.7]"
"ko:K13310"	0.6477521727964	10	0.204837222535958	0.837699304190622	1	"desV, eryCI"	"desV, eryCI; dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase [EC:2.6.1.106]"
"ko:K03281"	0.581523897475827	8	0.205599745663594	0.837103576212467	1	"TC.CIC"	"TC.CIC; chloride channel protein, CIC family"
"ko:K02744"	0.556104344757939	7	0.210187685604576	0.833521190357282	1	"agaF"	"agaF; N-acetylgalactosamine PTS system EIIA component [EC:2.7.1.-]"
"ko:K19124"	0.598806417380573	8	0.211710039173913	0.832333255504137	1	"casC, cse4"	"casC, cse4; CRISPR system Cascade subunit CasC"
"ko:K19055"	1.01793853638965	23	0.212254857461403	0.831908211510518	1	"prdX, proX"	"prdX, proX; Ala-tRNA(Pro) deacylase [EC:3.1.1.-]"
"ko:K18799"	0.521238901259831	6	0.212794890362588	0.831486949374597	1	"wzxB, rfbX"	"wzxB, rfbX; O-antigen flippase"
"ko:K03404"	0.568087325453708	7	0.214716826588332	0.829988102824403	1	"chlD, bchD"	"chlD, bchD; magnesium chelatase subunit D [EC:6.6.1.1]"
"ko:K07027"	0.71929481522684	11	0.216875546886858	0.828305334824008	1	"K07027"	"K07027; glycosyltransferase 2 family protein"
"ko:K21440"	0.488394714389333	5	0.218416756245229	0.82710441109444	1	"ANKRD50"	"ANKRD50; ankyrin repeat domain-containing protein 50"
"ko:K02025"	0.757724057546854	12	0.218736094298066	0.826855630568738	1	"ABC.MS.P"	"ABC.MS.P; multiple sugar transport system permease protein"
"ko:K02484"	0.768157254006138	12	0.221747898690204	0.824510140454026	1	"K02484"	"K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]"
"ko:K19225"	0.597048172642055	7	0.225662997933777	0.821463539111022	1	"gluP"	"gluP; rhomboid protease GluP [EC:3.4.21.105]"
"ko:K13819"	0.512370678114162	5	0.229139133188186	0.81876077859192	1	"K13819"	"K13819; NifU-like protein"
"ko:K09013"	0.727804219039365	10	0.230151902284448	0.817973735019009	1	"sufC"	"sufC; Fe-S cluster assembly ATP-binding protein"
"ko:K03478"	0.692370177432524	9	0.230790059144175	0.817477904432174	1	"chbG"	"chbG; chitin disaccharide deacetylase [EC:3.5.1.105]"
"ko:K03475"	0.519341149949065	5	0.232256422959804	0.816338856463185	1	"ulaA, sgaT"	"ulaA, sgaT; ascorbate PTS system EIIC component"
"ko:K03150"	0.813227032658509	12	0.234758423108835	0.814396239500208	1	"thiH"	"thiH; 2-iminoacetate synthase [EC:4.1.99.19]"
"ko:K02822"	0.528083455971107	5	0.236166101068883	0.81330378298853	1	"ulaB, sgaB"	"ulaB, sgaB; ascorbate PTS system EIIB component [EC:2.7.1.194]"
"ko:K11921"	0.668339022644789	8	0.23629352752186	0.813204909044824	1	"cynR"	"cynR; LysR family transcriptional regulator, cyn operon transcriptional activator"
"ko:K01299"	0.71480093268176	9	0.238266977560587	0.811674031951406	1	"E3.4.17.19"	"E3.4.17.19; carboxypeptidase Taq [EC:3.4.17.19]"
"ko:K12452"	0.675851042827565	8	0.238949427727685	0.811144797674657	1	"ascC, ddhC, rfbH"	"ascC, ddhC, rfbH; CDP-4-dehydro-6-deoxyglucose reductase, E1 [EC:1.17.1.1]"
"ko:K00609"	0.680959207513304	8	0.240755436672037	0.809744670135019	1	"pyrB, PYR2"	"pyrB, PYR2; aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]"
"ko:K09775"	0.545235648168471	5	0.243836794612172	0.807357222260161	1	"K09775"	"K09775; uncharacterized protein"
"ko:K03892"	1.14990094588407	22	0.245159705400477	0.806332774872556	1	"arsR"	"arsR; ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor"
"ko:K06941"	0.551853269796921	5	0.246796284974289	0.805065885739991	1	"rlmN"	"rlmN; 23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192]"
